DSB,ATM_active,ATR_active,CHK1_active,CHK2_active,p53_active,p21_active,PARP_active,RAD51_focus,CellCycleArrest,ApoptosisSignal,SurvivalSignal,Time
0.0,0.0,5.0,5.0,2.0,10.0,0.0,3.0,0.0,0.0,0.0,0.8,0.0
0.0679514044193153,0.0036643439503131273,4.838680438881336,6.088079876606632,1.8606804823817649,10.821181456629985,1.9588166225740762,2.929653131559645,0.004625263649142214,0.0,0.015167104032196505,0.7980835278961316,0.24120603015075376
0.13192364587509914,0.014144432024062268,4.714340865521768,7.072494571904837,1.7327561696427938,11.821754242419424,3.9974674522795453,2.863183401796553,0.0176090428487962,0.0,0.031855746401736586,0.7961939232388362,0.4824120603015075
0.19178894794642737,0.03069235983763465,4.623758516743359,7.969239486312743,1.6169290484540153,12.980774175983065,6.143944956033495,2.8003640013087456,0.03769325282068485,0.0,0.05022595573457728,0.7943335247472894,0.7236180904522613
0.2472834997048498,0.05257391309130833,4.563728934066532,8.792472872994232,1.5136799865075907,14.280491868429054,8.421287773957937,2.7409667550924004,0.06370155358910545,0.0,0.07038814753945968,0.792506110384634,0.964824120603015
0.298084063151457,0.07905770029385129,4.531019570447537,9.554621001772645,1.4232859022668354,15.705938486818583,10.848376108362258,2.6847589312500224,0.09451950165725,0.0,0.09240480517755575,0.7907161506671183,1.2060301507537687
0.3438734138457568,0.10941231722626925,4.522358673571411,10.266469298711566,1.3458341844137016,17.24453832640773,13.440614178326062,2.6315024942569325,0.129085839748061,0.0,0.11629259550856551,0.7889681369979075,1.4472361809045227
0.3843939611569966,0.1429099582330576,4.534452797368709,10.937249248985607,1.2812362350509794,18.885747573059597,16.210510056145626,2.5809553646360675,0.1663924484017893,0.0,0.14202499016651612,0.7872660012299789,1.6884422110552764
0.4194880101158692,0.1788348416098824,4.564025982535153,11.574728374925437,1.2292415070080838,20.62071991646383,19.168162653212512,2.5328742188379247,0.2054905436507316,0.0,0.16953540432468053,0.7856126525831447,1.92964824120603
0.44912333809517163,0.21649472855469448,4.607873157477549,12.185308147502784,1.1894529194865824,22.442000395109343,22.321665448013785,2.487018322341593,0.24550070730678178,0.0,0.19872080900480665,0.7840096564863673,2.170854271356784
0.4734037037430197,0.2552338027811139,4.662920158735205,12.774132290364527,1.1613440724307762,24.343249134856247,25.677436309293864,2.4431538717199492,0.285624428293219,0.0,0.2294457307120572,0.7824570696736072,2.4120603015075375
0.492565258118213,0.2944452887384897,4.726283168306766,13.345205675984959,1.1442782538241152,26.31899640599905,29.2404827231807,2.4010583428077963,0.32515507214754774,0.0,0.2615465273616248,0.7809534301087805,2.6532663316582914
0.5069611329589582,0.33358243969132995,4.795321412952926,13.901522129781773,1.1375288874112701,28.364429904393795,33.014611449222606,2.3605244098639173,0.36348659780767134,0.0,0.29483582564090416,0.7794958839753304,2.8944723618090453
0.5170374637499757,0.372166884078336,4.86767849760616,14.445198038604072,1.140300815195277,30.47521442884068,37.002591266256246,2.3213631031230277,0.40011885361339944,0.0,0.32910701735269826,0.7780804185595804,3.135678391959799
0.5233045987433198,0.40979375127583145,4.94130962970231,14.977607786551015,1.151751663647475,32.64734313844438,41.20627715945339,2.2834060010720365,0.43465886850430013,0.0,0.36413873539495106,0.7767021616450487,3.3768844221105527
0.5263071182974987,0.4461334043923999,5.014493785944281,15.499516776042528,1.1710125102506834,34.87701889471754,45.6267034496087,2.246506378306405,0.46681808070808195,0.0,0.39969925636469156,0.7753557071424935,3.618090452261306
0.5265957406428018,0.4809300020303546,5.085831632386951,16.011208037171695,1.1972071327759914,37.16056317072613,50.264152937412,2.2105393531197306,0.4964059332295798,0.0,0.4355507996233114,0.7740354309492813,3.85929648241206
0.5247033269737174,0.5139973456005463,5.154231077514253,16.512599033043657,1.2294692488556815,39.49434977320593,55.118207957587266,2.175401155374688,0.5233205378818452,0.0,0.4714537053244127,0.7727357698003059,4.100502512562814
